text,KN_label,My_label
"Warshall died on December 11, 2006 of cancer at his home in Gloucester, Massachusetts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Frank Sheriff (born 1957) is an abstract sculptor who was born in Yokohama, Japan to an American father and a Japanese-American mother.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
She is a 2003 graduate of Leadership Saratoga and currently serves on the Dean's Council for the School of Arts and Sciences at Clarkson University and as a Consultant to the Board of Directors for SaratogaArtsFest.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"We are a boutique Family Law and Deceased Estates legal practice based in Gosnells, Western Australia.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"She received her A.B. from Harvard University in 1973, majoring in American History and Literature, and an M.S.W. in 1979 from Smith College.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"We are still located inside of the Santa Margarita Toyota dealership, but our parent company is now Mission Viejo Auto Collision, whose history is deeply rooted within Orange County communities.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rossella Ratto (born 20 October 1993) is an Italian racing cyclist.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The current MP is Judith Collins, of the National Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"She was married to Sidney Lawford, Ernest Vaughn Aylen and Henry Ashley Cooper.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"In 2003 I joined Sogreah's subsidiary in Dubai, where I became involved mainly in all aspects of the feasibility studies for the GCC Water Grid Project, involving the interconnection of the drinking water networks of the six Arab countries around the Gulf.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He is the author of many books including, Total Heart Health, The 10 Commandments of Parenting, and The 10 Commandments of Marriage.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
María Ángela Holguín Cuéllar (born 13 November 1963) is the Minister of Foreign Affairs of Colombia.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"He was born in Dorchester, New Brunswick, the son of Philip Palmer and Sarah Ayer, and educated in Sackville.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"The Free Software Foundation (FSF) is a 501(c)(3) non-profit organization founded by Richard Stallman on 4 October 1985 to support the free software movement, which promotes the universal freedom to study, distribute, create, and modify computer software, with the organization's preference for software being distributed under copyleft (""share alike"") terms, such as with its own GNU General Public License.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mantle, CEO of Wanderful, assembled a small team of the original Brøderbund programmers to create a new engine that could take the animation, graphics, sound and music from the original Living Books CD-ROMs and play them back at full-screen resolution on the iPad using a touch, rather than a mouse driven interface.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Born near Savage, Maryland, to Stephen Gambrill and Kate (Gorman) Gambrill, he attended the common schools and Maryland Agricultural College (now the University of Maryland, College Park.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"George Francis ""Doc"" Medich (born December 9, 1948), is a former professional baseball player who pitched in the Major Leagues from 1972-1982.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Throughout his sporting career, Negrel trained full-time for La Rose Boxing and Taekwondo Club in his native Marseilles, and also became a full-fledged member of the French taekwondo squad since 1996, under head coach and master Philippe Pinard.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Prior to joining Apple, I was a chef for Destination Hotels and Resorts where I learned to prepare and manage budgets, and manage people to achieve service and financial objectives.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1973, McLachlan moved to Lisburn, to work as a civil servant at the Ministry of Finance.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"She has co-authored number of books, wrote analytical reports and articles.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
George Kerr (born 1805) was a Scottish-born lawyer and politician in New Brunswick.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Sir John Anthony Kershaw MC, DL (14 December 1915 – 29 April 2008) was a British Conservative Party Member of Parliament for 32 years, from 1955 to 1987.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"His son Robert joined him at the age of 15 when he left school and went to work at H. Irwin & Son, a local timber merchant, where they sold and repaired all makes of chainsaw.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"She lives and works between Brighton, UK, Foggia, Italy, and Reykjavik, Iceland.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Infocom was a software company, based in Cambridge, Massachusetts, that produced numerous works of interactive fiction.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He is the author of the books Stalin, the Politburo and the Onset of the Cold War: 1945-1946 (1988) and Molotov Remembers: Inside Kremlin Politics (together with Russian author Felix Chuev) (1993).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"In 1923 she met Tage Erlander, who also studied in Lund, and they married in 1930.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Haylee Wanstall (born December 21, 1992) in Toronto, Ontario is a film actress who debuted at the age of 7 on Queer as Folk.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Safra Ada Catz (born December 1, 1961) is an American business executive.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
She completed her doctor of speech pathology degree (a professional doctorate) in March of 2006 at Nova Southeastern University (NSU).,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He was launched under Star Magic 11 with fellow Anim-E members: Emman Abeleda, Mhyco Aquino, Rayver Cruz, Rodjun Cruz, John Wayne Sace and Mico Aytona.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1978, he was the GOP nominee for governor, but was defeated by the Democratic incumbent, John Evans of Malad.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"In 1999, Kewaunee Fabrications became a subsidiary of Oshkosh Corporation, one of the fastest growing companies in the United States.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Frédérick Bousquet ([fʁe.de.ʁik bu.skɛ]) (born 8 April 1981 in Perpignan) is a freestyle and butterfly swimmer from France.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"McKee died in Morganton, North Carolina. ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"The Company has a strong Board of Directors, led by Chief Executive Officer Bart Turtelboom, and has formed an International Advisory Council (IAC) to help guide its strategy.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"José de La Cruz Benitez Santa Cruz (born 3 May 1952 in Asunción), is a former football player who played as a goalkeeper.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"I'm a Finnish new media marketing enthusiast with robust leadership skills and an abundance of demonstrated proficiency in social media management, B2C sales, and video production.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mark Hall founded Caricature Art Inc. and has drawn caricatures since the age of six when he first drew Walter Cronkite!,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"She has four adult children: Michael, Elizabeth, Chase, and Debra, and seven grandchildren; Mark has one daughter.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Obafemi Lasode (born December 1955) is a Nigerian veteran film actor, songwriter,playwright, film producer and director.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"William George Watson, a bachelor aged 26, a Carman of 5 Vian Street, Lewisham, s/o William George Watson, an Undertaker's assistant (deceased); married Frances Lay Jones, a spinster aged 20, an Ironer of 7 Vian Street, Lewisham, d/o Daniel Jones, a Water turncock (deceased).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Vic Roschkov Sr. is a Canadian editorial cartoonist and illustrator, now living in London, Ontario, Canada.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Riis has 4 sons, one of whom, Klaus Myren Riis, is also a wrestler and bodybuilder.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"The team was established as the San Diego Rockets, an expansion team originally based in San Diego, in 1967.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"She is the CEO of bioMASON, a biotechnology start-up grown from her Better Brick project.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"VTEL Jordan is a wholly owned subsidiary of VTEL Holdings, a leading regional telecom operator that is based in Amman.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Of Armenian descent, he was the founder and first president of the Armenian Academy of Sciences (1943–47).","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Barclay died in Edinburgh on 20 March 1973.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"Originally located in Roslyn, NY we have recently relocated to Glen Cove.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Before Oracle, Abbie led customer success and sales teams at Opower, a clean tech software company, where she saw the company through IPO and acquisition.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Grupo M & Codevi is a vertically integrated textile company founded on 1986 by Fernando Capellán, its actual President & CEO.","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Deluxe was originally located in East Longmeadow, MA and is currently operating from 81 Ramah Circle South, Agawam, MA to better service its' valued customers.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Monroe David Donsker (October 17, 1924 – June 8, 1991) was an American mathematician and a professor of mathematics at New York University (NYU).","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After graduating from Harvard, he remained as a tutor (1829), and was subsequently appointed professor of mathematics in 1831.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"My previous positions have included working as an Intern Library Assistant in Tullamore Central Library in Tullamore, Co.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dr. Ernesto Foldats Andins (1925 – 2003), was born in Latvia, as Ernests Foldāts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"She recently moved from Madison and Wabash to this location, so you may already know her.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"The video was directed by Rob Zombie, featuring his signature style of blue lighting, zombies, and a regular female cameo, Rob Zombie's wife Sheri Moon Zombie.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"The original board of directors consisted of two US citizens, Richard Millett and Emilio Gonzalez, and Venezuelan citizen Salvador Briceno.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ziad Makhzoumi (Born in Beirut, Lebanon on January 20, 1955) is a public speaker, coach and business executive currently serving as the Chief Executive Officer of Fakih IVF.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bluegrass Services was started in 2007 and we offer Licensed Home Inspections to local home owners and REO Property Preservation a number of Real Estate Brokers and National Banks and REO Property Management Companies.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oliver Luke (1574–1648) was an English politician who sat in the House of Commons of England from 1614 to 1648.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Graham Arthur Barden (September 25, 1896 – January 29, 1967) was a US Representative from North Carolina between 1935 and 1961 for the Democratic Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Originally from France, I moved to Montreal in 2009 and have been studying at Concordia University since then.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Stew Leonard Jr. is president and chief executive officer of Stew Leonard's, a unique family-owned and operated, farm-fresh grocery stores once called the 'The Disneyland of Dairy Stores' by The New York Times for its in-store entertainment and costumed characters.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Jocelyne Saucier (born 27 may 1948 in Clair, New Brunswick) is a Canadian novelist and journalist based in Quebec.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"Now part of Mercedes-Benz's corporate art collection, Cars was unfinished at the time of Warhol's death in 1987.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Tony Harborn (born 26 August 1956) is a Swedish Paralympian who won two silver medals at the sixth Paralympic Games in Arnhem, Netherlands 1980, in the 80m CP C and 800 m CP C events and the silver in the 1000m Cross Country C6 event at the seventh Paralympic Games, New York, USA 1984.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Formerly, he was the CEO of ELEKS, resigning in November 2014.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 2012, Wong founded Pixlee out of his dorm room at Stanford University with co-founders Awad Sayeed, Miraj Mohsin, and Jeff Chen.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In December 1963, he was elected to succeed the recently deceased Congressman Bill Green as Chairman of the Philadelphia Democratic Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The original idea by Rinspeed founder and CEO Frank M. Rinderknecht was inspired by the 1977 James Bond film The Spy Who Loved Me.,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Founding member of PNDS and associated with the society in different capacity since its inception in 2003.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"15 years ago, when Yollande moved from her native village in West Africa to Milwaukee, she saw an opportunity to share with her new community an honest experience of her African culture.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
She is a licensed CPA in Kentucky and Ohio and is a member of the AICPA.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Valter Mainetti (Rome, 28 October 1947) is an Italian entrepreneur, CEO and majority shareholder of Sorgente Group.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"RNL was created in January 2013 by Dawn Williams, CAP-OM, MOS to encourage Administrative Assistants i.e. Switchboard, Receptionists, Clerks, Secretaries, PAs and Office Managers, in Africa and the East to enhance their careers by doing continuous learning and striving to be professional.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Neville Hiscock (27 March 1951 – 13 February 1983) was a New Zealand motorcycle racer in the 1970s and 1980s.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Some of its workers founded Pyro Studios in 1998.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Born May 12, 1942 to Jeanette Weeks and Russ Weeks, Sr. in Beckley, West Virginia, he is a lifelong resident of the city.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Only Kanger can offer this blend of beauty, quality, value and environmental responsibility to bamboo flooring customers.Kanger is the sole authorized bamboo flooring supplier of B&Q -China,a subsidiary of Kingfisher which is Europe's  No. 1 home improvement retailer and the third largest in the world.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In the 1940s she lived in South Carolina, later moving to Biarritz, France.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Marie Russak died March 4, 1945, in Hollywood, Los Angeles, California.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Agathe was named after the youngest daughter of Austrian astronomer Theodor von Oppolzer (1841–1886), professor of astronomy in Vienna.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
